word_id,word,pos,phonetic,meaning_cn,primary_gloss,stage,year_band,gaokao_level,freq_rank,volume,volume_label,source_type,source_page,source_ref,confidence
sr-B2-0200,access,n.,,通道；（使用、查阅、接近或面见的）机会；靠近,通道,senior,2,2,10200,B2,必修第二册,vocabulary,114,4,high
sr-B2-0201,as well as,,,同（一样也）；和；还,同（一样也）,senior,2,2,10201,B2,必修第二册,vocabulary,114,4,high
sr-B2-0202,assume,vt.,"/@""sju:m/",以为；假设,以为,senior,2,2,10202,B2,必修第二册,vocabulary,114,5,high
sr-B2-0203,account,n.,"/@""kaUnt/",账户；描述,账户,senior,2,2,10203,B2,必修第二册,vocabulary,114,3,high
sr-B2-0204,ache,n.,/eIk/,疼痛,疼痛,senior,2,2,10204,B2,必修第二册,vocabulary,114,5,high
sr-B2-0205,adapt,vi.,,适应阿斯旺大坝,适应阿斯旺大坝,senior,2,2,10205,B2,必修第二册,vocabulary,114,1,high
sr-B2-0206,attack,vt.,,攻击；抨击,攻击,senior,2,2,10206,B2,必修第二册,vocabulary,114,2,high
sr-B2-0207,attempt,vt.,"/@""tempt/",企图；试图；尝试,企图,senior,2,2,10207,B2,必修第二册,vocabulary,114,1,high
sr-B2-0208,author,n.,"/""O:T@(r)/",作者；作家,作者,senior,2,2,10208,B2,必修第二册,vocabulary,114,3,high
sr-B2-0209,authority,n.,"/O:""TQr@ti/",官方；当权；权威,官方,senior,2,2,10209,B2,必修第二册,vocabulary,114,2,high
sr-B2-0210,average,n.,,平均数；平均水平；使适应；使适合,平均数,senior,2,2,10210,B2,必修第二册,vocabulary,114,2,high
sr-B2-0211,adapt to,,,适应,适应,senior,2,2,10211,B2,必修第二册,vocabulary,114,2,high
sr-B2-0212,addition,n.,"/@""dISn/",添加；加法；增加物,添加,senior,2,2,10212,B2,必修第二册,vocabulary,114,5,high
sr-B2-0213,in addition (to sb/sth),,,除……以外（还）,除……以外（还）,senior,2,2,10213,B2,必修第二册,vocabulary,114,5,high
sr-B2-0214,aim,n.,/eIm/,目的；目标；平均的；正常的；普通的,目的,senior,2,2,10214,B2,必修第二册,vocabulary,114,2,high
sr-B2-0215,on average,,,平均,平均,senior,2,2,10215,B2,必修第二册,vocabulary,114,2,high
sr-B2-0216,award,vt.,"/@""wO:d/",授予；奖品,授予,senior,2,2,10216,B2,必修第二册,vocabulary,114,5,high
sr-B2-0217,aware,adj.,"/@""we@(r)/",知道；发觉；有……意识的,知道,senior,2,2,10217,B2,必修第二册,vocabulary,114,2,high
sr-B2-0218,aware of,,,意识到；知道,意识到,senior,2,2,10218,B2,必修第二册,vocabulary,114,2,high
sr-B2-0219,all over the world,,,在世界各地,在世界各地,senior,2,2,10219,B2,必修第二册,vocabulary,114,1,high
sr-B2-0220,altogether,,"/%O:lt@""geD@(r)/",用以强调）全部；总共,用以强调）全部,senior,2,2,10220,B2,必修第二册,vocabulary,114,5,high
sr-B2-0221,amount,n.,"/@""maUnt/",金额；数量,金额,senior,2,2,10221,B2,必修第二册,vocabulary,114,4,high
sr-B2-0222,balance,n.,,平衡；均匀；使平衡,平衡,senior,2,2,10222,B2,必修第二册,vocabulary,114,1,high
sr-B2-0223,keep balance,,,保持平衡,保持平衡,senior,2,2,10223,B2,必修第二册,vocabulary,114,1,high
sr-B2-0224,battery,n.,,电池,电池,senior,2,2,10224,B2,必修第二册,vocabulary,114,3,high
sr-B2-0225,battle,n.,,战役；搏斗盎格鲁撒克逊人,战役,senior,2,2,10225,B2,必修第二册,vocabulary,114,4,high
sr-B2-0226,beer,,/bI@(r)/,一杯）啤酒,一杯）啤酒,senior,2,2,10226,B2,必修第二册,vocabulary,114,4,high
sr-B2-0227,being,n.,"/""bi:IN/",身心；存在；生物,身心,senior,2,2,10227,B2,必修第二册,vocabulary,114,5,high
sr-B2-0228,belong to,,,属于(；的缩略形式）,属于(,senior,2,2,10228,B2,必修第二册,vocabulary,114,1,high
sr-B2-0229,application,n.,,申请(；表)；用途；运用；应用(；程序)(,申请(,senior,2,2,10229,B2,必修第二册,vocabulary,114,,high
sr-B2-0230,benefit,n.,"/""benIfIt/",益处；使受益；得益于,益处,senior,2,2,10230,B2,必修第二册,vocabulary,115,3,high
sr-B2-0231,blog,n.,/blQg/,博客；写博客,博客,senior,2,2,10231,B2,必修第二册,vocabulary,115,3,high
sr-B2-0232,blog post,,,博文；博客帖子,博文,senior,2,2,10232,B2,必修第二册,vocabulary,115,3,high
sr-B2-0233,break away (from sb/sth),,,脱离；背叛；逃脱,脱离,senior,2,2,10233,B2,必修第二册,vocabulary,115,4,high
sr-B2-0234,butter,n.,"/""bVt@(r)/",黄油；奶油；涂黄油于,黄油,senior,2,2,10234,B2,必修第二册,vocabulary,115,4,high
sr-B2-0235,button,n.,"/""bVtn/",按钮；纽扣,按钮,senior,2,2,10235,B2,必修第二册,vocabulary,115,3,high
sr-B2-0236,capable,adj.,"/""keIp@bl/",有能力的；有才能的,有能力的,senior,2,2,10236,B2,必修第二册,vocabulary,115,5,high
sr-B2-0237,cash,n.,,现金；金钱,现金,senior,2,2,10237,B2,必修第二册,vocabulary,115,3,high
sr-B2-0238,cattle,n.,,牛,牛,senior,2,2,10238,B2,必修第二册,vocabulary,115,4,high
sr-B2-0239,charge,n.,/tSA:dZ/,收费；指控；主管；收费；控告；充电,收费,senior,2,2,10239,B2,必修第二册,vocabulary,115,4,high
sr-B2-0240,charity,n.,,慈善；慈善机构（或组织）,慈善,senior,2,2,10240,B2,必修第二册,vocabulary,115,3,high
sr-B2-0241,chat,vi.,,聊天；闲聊,聊天,senior,2,2,10241,B2,必修第二册,vocabulary,115,3,high
sr-B2-0242,chief,adj.,/tSi:f/,最重要的；最高级别的；公司或机构的）首领；酋长,最重要的,senior,2,2,10242,B2,必修第二册,vocabulary,115,4,high
sr-B2-0243,click,vi.,/klIk/,点击,点击,senior,2,2,10243,B2,必修第二册,vocabulary,115,3,high
sr-B2-0244,clue,n.,/klu:/,线索；提示,线索,senior,2,2,10244,B2,必修第二册,vocabulary,115,1,high
sr-B2-0245,committee,n.,"/k@""mIti/",委员会,委员会,senior,2,2,10245,B2,必修第二册,vocabulary,115,1,high
sr-B2-0246,comparison,n.,,比较；相比,比较,senior,2,2,10246,B2,必修第二册,vocabulary,115,1,high
sr-B2-0247,composition,n.,"/%kQmp@""zISn/",成分；（音乐、艺术、诗歌的）作品,成分,senior,2,2,10247,B2,必修第二册,vocabulary,115,5,high
sr-B2-0248,concern,vt.,"/k@n""s3:n/",涉及；让……担忧,涉及,senior,2,2,10248,B2,必修第二册,vocabulary,115,2,high
sr-B2-0249,concerned about,vt.,"/""kQndVkt/",对……关切的；为……担忧的(；行为；举止；管理方法组织；安排；带领,对……关切的,senior,2,2,10249,B2,必修第二册,vocabulary,115,1,high
sr-B2-0250,conduct,,"/k@n""dVkt@(r)/",乐队、合唱团等的）指挥；（公共汽车的）售票员,乐队、合唱团等的）指挥,senior,2,2,10250,B2,必修第二册,vocabulary,115,5,high
sr-B2-0251,conference,n.,"/""kQnf@r@ns/",会议；研讨会；正式会谈,会议,senior,2,2,10251,B2,必修第二册,vocabulary,115,3,high
sr-B2-0252,confirm,vt.,"/k@n""f3:(r)m/",确认；使确信,确认,senior,2,2,10252,B2,必修第二册,vocabulary,115,3,high
sr-B2-0253,confucius,,"/k@n""fju:S@s/",孔子,孔子,senior,2,2,10253,B2,必修第二册,vocabulary,115,4,high
sr-B2-0254,contrast,n. vt.,"/""kQntrA:st/",对比；对照对比；对照,对比,senior,2,2,10254,B2,必修第二册,vocabulary,115,1,high
sr-B2-0255,contribution,n.,"/%kQntrI""bju:Sn/",捐款；贡献；捐赠,捐款,senior,2,2,10255,B2,必修第二册,vocabulary,115,1,high
sr-B2-0256,county,,"/""kaUnti/",英国、爱尔兰的）郡；（美国的）县,英国、爱尔兰的）郡,senior,2,2,10256,B2,必修第二册,vocabulary,115,4,high
sr-B2-0257,creature,n.,"/""kri:tS@(r)/",生物；动物,生物,senior,2,2,10257,B2,必修第二册,vocabulary,115,2,high
sr-B2-0258,cure,vt. n.,/kjU@(r)/,治愈；治好（疾病）；解决（问题）；药物；治疗；（解决问题、改善糟糕情况的）措施,治愈,senior,2,2,10258,B2,必修第二册,vocabulary,115,5,high
sr-B2-0259,database,n.,"/""deIt@beIs/",数据库；资料库,数据库,senior,2,2,10259,B2,必修第二册,vocabulary,115,3,high
sr-B2-0260,day and night,,,日日夜夜；夜以继日,日日夜夜,senior,2,2,10260,B2,必修第二册,vocabulary,115,2,high
sr-B2-0261,deer,n.,/dI@(r)/,鹿,鹿,senior,2,2,10261,B2,必修第二册,vocabulary,115,2,high
sr-B2-0262,defence,n.,"/dI""fens/",防御；保卫,防御,senior,2,2,10262,B2,必修第二册,vocabulary,115,4,high
sr-B2-0263,department,n.,"/dI""pA:tm@nt/",部；司；科,部,senior,2,2,10263,B2,必修第二册,vocabulary,115,1,high
sr-B2-0264,die out,,,灭亡；逐渐消失,灭亡,senior,2,2,10264,B2,必修第二册,vocabulary,115,2,high
sr-B2-0265,digital,adj.,"/""dIdZItl/",数码的；数字显示的,数码的,senior,2,2,10265,B2,必修第二册,vocabulary,116,1,high
sr-B2-0266,discount,n. adj.,"/""dIskaUnt/",折扣；已灭绝的,折扣,senior,2,2,10266,B2,必修第二册,vocabulary,116,2,high
sr-B2-0267,extinction,n. vt.,"/Ik""stINkSn/",灭绝(；打折,灭绝(,senior,2,2,10267,B2,必修第二册,vocabulary,116,3,high
sr-B2-0268,distance,n.,"/""dIst@ns/",距离,距离,senior,2,2,10268,B2,必修第二册,vocabulary,116,3,high
sr-B2-0269,document,n.,"/""dQkjum@nt/",文件；公文；(；计算机)；文档；记录；记载(；详情),文件,senior,2,2,10269,B2,必修第二册,vocabulary,116,1,high
sr-B2-0270,dolphin,n.,"/""dQlfIn/",海豚,海豚,senior,2,2,10270,B2,必修第二册,vocabulary,116,2,high
sr-B2-0271,donate,,"/d@U""neIt/",尤指向慈善机构)；捐赠；赠送；献(；血),尤指向慈善机构),senior,2,2,10271,B2,必修第二册,vocabulary,116,1,high
sr-B2-0272,donate … to …,,,向……捐赠……,向……捐赠……,senior,2,2,10272,B2,必修第二册,vocabulary,116,1,high
sr-B2-0273,download,vt.,"/%daUn""l@Ud/",下载；爱上,下载,senior,2,2,10273,B2,必修第二册,vocabulary,116,5,high
sr-B2-0274,false,adj.,/fO:ls/,假的；错误的,假的,senior,2,2,10274,B2,必修第二册,vocabulary,116,3,high
sr-B2-0275,familiar,adj.,"/f@""mIli@(r)/",熟悉；熟知,熟悉,senior,2,2,10275,B2,必修第二册,vocabulary,116,3,high
sr-B2-0276,file,n.,/faIl/,文件；文件夹；档案,文件,senior,2,2,10276,B2,必修第二册,vocabulary,116,3,high
sr-B2-0277,forgive,,"/f@""gIv/",原谅；宽恕；对不起；请原谅,原谅,senior,2,2,10277,B2,必修第二册,vocabulary,116,1,high
sr-B2-0278,former,adj.,"/""fO:m@(r)/",以前的；(；两者中）前者的,以前的,senior,2,2,10278,B2,必修第二册,vocabulary,116,1,high
sr-B2-0279,from (then) on,,,从（那）时起,从（那）时起,senior,2,2,10279,B2,必修第二册,vocabulary,116,5,high
sr-B2-0280,function,n.,"/""fVNkSn/",功能；作用；机能；下载；已下载的数据资料,功能,senior,2,2,10280,B2,必修第二册,vocabulary,116,1,high
sr-B2-0281,due to,,,由于；因为,由于,senior,2,2,10281,B2,必修第二册,vocabulary,116,2,high
sr-B2-0282,fund,n.,/fVnd/,基金；专款,基金,senior,2,2,10282,B2,必修第二册,vocabulary,116,1,high
sr-B2-0283,further,adj.,"/""f3:D@(r)/",热切的；渴望的,热切的,senior,2,2,10283,B2,必修第二册,vocabulary,116,4,high
sr-B2-0284,emotion,n.,"/I""m@USn/",感情；情感；情绪,感情,senior,2,2,10284,B2,必修第二册,vocabulary,116,2,high
sr-B2-0285,enable,vt.,"/I""neIbl/",使能够；使可能,使能够,senior,2,2,10285,B2,必修第二册,vocabulary,116,5,high
sr-B2-0286,engine,n.,"/""endZIn/",引擎；发动机；火车头,引擎,senior,2,2,10286,B2,必修第二册,vocabulary,116,3,high
sr-B2-0287,search engine,,,互联网上的）搜索引擎,互联网上的）搜索引擎,senior,2,2,10287,B2,必修第二册,vocabulary,116,3,high
sr-B2-0288,ensure,vt.,"/In""SU@(r)/",保证；确保；担保,保证,senior,2,2,10288,B2,必修第二册,vocabulary,116,4,high
sr-B2-0289,entrance,n.,"/""entr@ns/",入口；进入,入口,senior,2,2,10289,B2,必修第二册,vocabulary,116,1,high
sr-B2-0290,generous,adj.,"/""dZen@r@s/",慷慨的；大方的；丰富的,慷慨的,senior,2,2,10290,B2,必修第二册,vocabulary,116,4,high
sr-B2-0291,get through,,,设法）处理；完成,设法）处理,senior,2,2,10291,B2,必修第二册,vocabulary,116,5,high
sr-B2-0292,give way to,,,让步；屈服,让步,senior,2,2,10292,B2,必修第二册,vocabulary,116,1,high
sr-B2-0293,go through,,,经历；度过；通读,经历,senior,2,2,10293,B2,必修第二册,vocabulary,116,3,high
sr-B2-0294,goods,n.,/gUdz/,商品；货物,商品,senior,2,2,10294,B2,必修第二册,vocabulary,116,2,high
sr-B2-0295,guideline,n.,"/""gaIdlaIn/",准则；指导原则,准则,senior,2,2,10295,B2,必修第二册,vocabulary,116,3,high
sr-B2-0296,equipment,n.,"/I""kwIpm@nt/",设备；装备,设备,senior,2,2,10296,B2,必修第二册,vocabulary,116,5,high
sr-B2-0297,establish,vt.,,建立；创立,建立,senior,2,2,10297,B2,必修第二册,vocabulary,116,1,high
sr-B2-0298,evidence,n.,"/""evId@ns/",证据；证明,证据,senior,2,2,10298,B2,必修第二册,vocabulary,116,4,high
sr-B2-0299,exist,vi.,"/Ig""zIst/",存在；生存,存在,senior,2,2,10299,B2,必修第二册,vocabulary,116,2,high
sr-B2-0300,exit,n.,"/""eksIt/",出口；通道；动植物的）生活环境；栖息地,出口,senior,2,2,10300,B2,必修第二册,vocabulary,116,2,high
sr-B2-0301,harmony,n.,"/""hA:m@ni/",和谐；融洽,和谐,senior,2,2,10301,B2,必修第二册,vocabulary,116,2,high
sr-B2-0302,achilles’,,"/@""kIli:z/",喻）（希腊神话）阿喀琉斯的脚跟，致命的弱点,喻）（希腊神话）阿喀琉斯的脚跟，致命的弱点,senior,2,2,10302,B2,必修第二册,vocabulary,116,4,high
sr-B2-0303,historic,adj.,"/hI""stQrIk/",历史上著名（或重要）的；有史时期的,历史上著名（或重要）的,senior,2,2,10303,B2,必修第二册,vocabulary,117,1,high
sr-B2-0304,identity,n.,"/aI""dent@ti/",身份；个性,身份,senior,2,2,10304,B2,必修第二册,vocabulary,117,3,high
sr-B2-0305,identity card,,,身份证,身份证,senior,2,2,10305,B2,必修第二册,vocabulary,117,3,high
sr-B2-0306,illegal,adj.,"/I""li:gl/",不合法的；非法的,不合法的,senior,2,2,10306,B2,必修第二册,vocabulary,117,2,high
sr-B2-0307,image,n.,"/""ImIdZ/",形象；印象,形象,senior,2,2,10307,B2,必修第二册,vocabulary,117,1,high
sr-B2-0308,immediately,adv.,"/I""mi:di@tli/",立刻,立刻,senior,2,2,10308,B2,必修第二册,vocabulary,117,2,high
sr-B2-0309,impact,n.,,巨大影响；强大作用；冲击力,巨大影响,senior,2,2,10309,B2,必修第二册,vocabulary,117,5,high
sr-B2-0310,in shape,,,状况良好,状况良好,senior,2,2,10310,B2,必修第二册,vocabulary,117,3,high
sr-B2-0311,individual,adj.,"/%IndI""vIdZu@l/",单独的；个别的；个人,单独的,senior,2,2,10311,B2,必修第二册,vocabulary,117,4,high
sr-B2-0312,inspire,vt.,"/In""spaI@(r)/",鼓舞；激励；启发思考,鼓舞,senior,2,2,10312,B2,必修第二册,vocabulary,117,3,high
sr-B2-0313,intend,vt.,"/In""tend/",打算；计划；想要,打算,senior,2,2,10313,B2,必修第二册,vocabulary,117,2,high
sr-B2-0314,investigate,vt.,"/In""vestIgeIt/",调查；研究,调查,senior,2,2,10314,B2,必修第二册,vocabulary,117,1,high
sr-B2-0315,issue,n.,"/""ISu:;BrEalso""Isju: /",重要议题；争论的问题；宣布；公布,重要议题,senior,2,2,10315,B2,必修第二册,vocabulary,117,1,high
sr-B2-0316,join … to …,,,把……和……连接或联结起来,把……和……连接或联结起来,senior,2,2,10316,B2,必修第二册,vocabulary,117,4,high
sr-B2-0317,keep (…) in mind,,,牢记,牢记,senior,2,2,10317,B2,必修第二册,vocabulary,117,3,high
sr-B2-0318,keep sb company,,,陪伴某人,陪伴某人,senior,2,2,10318,B2,必修第二册,vocabulary,117,3,high
sr-B2-0319,keep track of,,,掌握……的最新消息；了解……的动态,掌握……的最新消息,senior,2,2,10319,B2,必修第二册,vocabulary,117,3,high
sr-B2-0320,keep your eyes open (for),,,留心；留意,留心,senior,2,2,10320,B2,必修第二册,vocabulary,117,4,high
sr-B2-0321,kingdom,n.,"/""kINd@m/",王国；领域,王国,senior,2,2,10321,B2,必修第二册,vocabulary,117,4,high
sr-B2-0322,lead to,,,导致,导致,senior,2,2,10322,B2,必修第二册,vocabulary,117,1,high
sr-B2-0323,legal,adj.,"/""li:gl/",法律的；合法的,法律的,senior,2,2,10323,B2,必修第二册,vocabulary,117,4,high
sr-B2-0324,likely,adj.,"/""laIkli/",可能的；可能地,可能的,senior,2,2,10324,B2,必修第二册,vocabulary,117,1,high
sr-B2-0325,limit,n.,"/""lImIt/",限度；限制；限制；限定,限度,senior,2,2,10325,B2,必修第二册,vocabulary,117,1,high
sr-B2-0326,living,adj.,"/""lIvIN/",居住的；活的；在用的；生活；生计,居住的,senior,2,2,10326,B2,必修第二册,vocabulary,117,2,high
sr-B2-0327,loss,n.,/lQs/,丧失；损失,丧失,senior,2,2,10327,B2,必修第二册,vocabulary,117,1,high
sr-B2-0328,make out,,,看清；听清；分清,看清,senior,2,2,10328,B2,必修第二册,vocabulary,117,2,high
sr-B2-0329,make progress,,,取得进步,取得进步,senior,2,2,10329,B2,必修第二册,vocabulary,117,2,high
sr-B2-0330,make sure,,,确保；设法保证,确保,senior,2,2,10330,B2,必修第二册,vocabulary,117,1,high
sr-B2-0331,mass,adj.,,大量的；广泛的；大量；堆；群,大量的,senior,2,2,10331,B2,必修第二册,vocabulary,117,2,high
sr-B2-0332,measure,n.,"/""meZ@(r)/",措施；方法；测量；度量；估量,措施,senior,2,2,10332,B2,必修第二册,vocabulary,117,2,high
sr-B2-0333,military,adj.,"/""mIl@tri/",军事的；军用的,军事的,senior,2,2,10333,B2,必修第二册,vocabulary,117,4,high
sr-B2-0334,moreover,adv.,"/mO:r""@Uv@(r)/",而且；此外,而且,senior,2,2,10334,B2,必修第二册,vocabulary,117,5,high
sr-B2-0335,mount,n.,/maUnt/,山峰；爬上；骑上；爬；登上,山峰,senior,2,2,10335,B2,必修第二册,vocabulary,117,1,high
sr-B2-0336,neighbourhood,n.,"/""neIb@hUd/",临近的地方；街区,临近的地方,senior,2,2,10336,B2,必修第二册,vocabulary,118,2,high
sr-B2-0337,net,n.,/net/,网；钢琴,网,senior,2,2,10337,B2,必修第二册,vocabulary,118,5,high
sr-B2-0338,plain,n.,/pleIn/,平原；简单明了的；直率的；平凡的,平原,senior,2,2,10338,B2,必修第二册,vocabulary,118,2,high
sr-B2-0339,plus,conj.,/plVs/,而且；此外；净得的；纯的,而且,senior,2,2,10339,B2,必修第二册,vocabulary,118,3,high
sr-B2-0340,network,,"/""netw3:(r)k/",互联）网络；网状系统；人际网；将……连接成网络；联播；建立工作关系,互联）网络,senior,2,2,10340,B2,必修第二册,vocabulary,118,3,high
sr-B2-0341,poet,n.,"/""p@UIt/",诗人,诗人,senior,2,2,10341,B2,必修第二册,vocabulary,118,4,high
sr-B2-0342,port,n.,/pO:t/,港口,港口,senior,2,2,10342,B2,必修第二册,vocabulary,118,4,high
sr-B2-0343,poster,n.,"/""p@Ust@(r)/",海报,海报,senior,2,2,10343,B2,必修第二册,vocabulary,118,2,high
sr-B2-0344,preserve,vt.,"/prI""z3:v/",保存；保护；维持内华达州,保存,senior,2,2,10344,B2,必修第二册,vocabulary,118,5,high
sr-B2-0345,now that,,,既然；由于,既然,senior,2,2,10345,B2,必修第二册,vocabulary,118,3,high
sr-B2-0346,under pressure,,,在压力下；承受压力,在压力下,senior,2,2,10346,B2,必修第二册,vocabulary,118,2,high
sr-B2-0347,prevent … from …,,,阻止；不准,阻止,senior,2,2,10347,B2,必修第二册,vocabulary,118,1,high
sr-B2-0348,previous,adj.,"/""pri:vi@s/",先前的；以往的,先前的,senior,2,2,10348,B2,必修第二册,vocabulary,118,5,high
sr-B2-0349,on earth,,,放在疑问词之后表示强调)；究竟；到底,放在疑问词之后表示强调),senior,2,2,10349,B2,必修第二册,vocabulary,118,2,high
sr-B2-0350,opportunity,n.,"/%Qp@""tju:n@ti/",机会；时机,机会,senior,2,2,10350,B2,必修第二册,vocabulary,118,5,high
sr-B2-0351,ordinary,adj.,"/""O:dnri/",普通的；平凡的,普通的,senior,2,2,10351,B2,必修第二册,vocabulary,118,5,high
sr-B2-0352,original,adj.,"/@""rIdZ@nl/",原来的；独创的；原作的；处理；加工,原来的,senior,2,2,10352,B2,必修第二册,vocabulary,118,1,high
sr-B2-0353,profit,n.,"/""prQfIt/",利润；利益,利润,senior,2,2,10353,B2,必修第二册,vocabulary,118,2,high
sr-B2-0354,promote,vt.,"/pr@""m@Ut/",促进；提升；推销；晋级,促进,senior,2,2,10354,B2,必修第二册,vocabulary,118,1,high
sr-B2-0355,proposal,n.,"/pr@""p@Uzl/",提议；建议,提议,senior,2,2,10355,B2,必修第二册,vocabulary,118,1,high
sr-B2-0356,make a proposal,,,提出建议,提出建议,senior,2,2,10356,B2,必修第二册,vocabulary,118,1,high
sr-B2-0357,protest,n.,"/""pr@Utest/",抗议；原件；原作,抗议,senior,2,2,10357,B2,必修第二册,vocabulary,118,5,high
sr-B2-0358,outline,vt.,"/""aUtlaIn/",概述；概要,概述,senior,2,2,10358,B2,必修第二册,vocabulary,118,5,high
sr-B2-0359,overseas,adj.,"/%@Uv@(r)""si:z/",海外的；在海外,海外的,senior,2,2,10359,B2,必修第二册,vocabulary,118,1,high
sr-B2-0360,prove,vt.,/pru:v/,证明；展现,证明,senior,2,2,10360,B2,必修第二册,vocabulary,118,5,high
sr-B2-0361,province,n.,"/""prQvIns/",省,省,senior,2,2,10361,B2,必修第二册,vocabulary,118,3,high
sr-B2-0362,pub,n.,/pVb/,酒吧；酒馆,酒吧,senior,2,2,10362,B2,必修第二册,vocabulary,118,4,high
sr-B2-0363,particular,adj.,"/p@""tIkj@l@(r)/",特定的；特别的；讲究的,特定的,senior,2,2,10363,B2,必修第二册,vocabulary,118,3,high
sr-B2-0364,performance,n.,"/p@""fO:(r)m@ns/",质量；品质；素质；特征；表演；演技；表现,质量,senior,2,2,10364,B2,必修第二册,vocabulary,118,5,high
sr-B2-0365,quote,vt.,/kw@Ut/,引用,引用,senior,2,2,10365,B2,必修第二册,vocabulary,118,1,high
sr-B2-0366,phenomenon,n.,"/f@""nQmIn@n/",现象,现象,senior,2,2,10366,B2,必修第二册,vocabulary,118,5,high
sr-B2-0367,philosophy,n.,"/f@""lQs@fi/",哲学,哲学,senior,2,2,10367,B2,必修第二册,vocabulary,118,4,high
sr-B2-0368,rate,n.,/reIt/,速度；（比）率；划分等级,速度,senior,2,2,10368,B2,必修第二册,vocabulary,119,2,high
sr-B2-0369,rating,n.,"/""reItIN/",等级；级别,等级,senior,2,2,10369,B2,必修第二册,vocabulary,119,2,high
sr-B2-0370,reaction,n.,,反应；回应,反应,senior,2,2,10370,B2,必修第二册,vocabulary,119,5,high
sr-B2-0371,recover,vi.,"/rI""kVv@(r)/",恢复；康复；找回；寻回,恢复,senior,2,2,10371,B2,必修第二册,vocabulary,119,2,high
sr-B2-0372,reduce,vt.,"/rI""dju:s/",减少,减少,senior,2,2,10372,B2,必修第二册,vocabulary,119,2,high
sr-B2-0373,remind sb of sb/sth,,,使某人想起（类似的人或物）,使某人想起（类似的人或物）,senior,2,2,10373,B2,必修第二册,vocabulary,119,2,high
sr-B2-0374,remove,vt.,"/rI""mu:v/",去除；移开；脱去,去除,senior,2,2,10374,B2,必修第二册,vocabulary,119,2,high
sr-B2-0375,republic,n.,"/rI""pVblIk/",共和国,共和国,senior,2,2,10375,B2,必修第二册,vocabulary,119,1,high
sr-B2-0376,reserve,vt.,"/rI""z3:v/",动植物）保护区；储藏（量）；预订；预留；保留,动植物）保护区,senior,2,2,10376,B2,必修第二册,vocabulary,119,2,high
sr-B2-0377,resident,n.,"/""rezId@nt/",居民；（美国的）住院医生；在某地）居住的,居民,senior,2,2,10377,B2,必修第二册,vocabulary,119,3,high
sr-B2-0378,roll,,/r@Ul/,使）翻滚；（使）滚动；卷（轴）；翻滚,使）翻滚,senior,2,2,10378,B2,必修第二册,vocabulary,119,4,high
sr-B2-0379,romantic,adj.,,浪漫的；浪漫的人,浪漫的,senior,2,2,10379,B2,必修第二册,vocabulary,119,5,high
sr-B2-0380,roof,n.,/ru:f/,顶部；屋顶,顶部,senior,2,2,10380,B2,必修第二册,vocabulary,119,1,high
sr-B2-0381,rude,adj.,/ru:d/,粗鲁的；无礼的,粗鲁的,senior,2,2,10381,B2,必修第二册,vocabulary,119,3,high
sr-B2-0382,search for,,,搜索；查找,搜索,senior,2,2,10382,B2,必修第二册,vocabulary,119,2,high
sr-B2-0383,set sth up,,,安装好（设备或机器）,安装好（设备或机器）,senior,2,2,10383,B2,必修第二册,vocabulary,119,5,high
sr-B2-0384,sheet,n.,/Si:t/,一张（纸）；床单；被单(；射杀；射伤；发射,一张（纸）,senior,2,2,10384,B2,必修第二册,vocabulary,119,2,high
sr-B2-0385,skin,n.,/skIn/,皮；皮肤,皮,senior,2,2,10385,B2,必修第二册,vocabulary,119,2,high
sr-B2-0386,software,n.,"/""sQftwe@(r)/",软件,软件,senior,2,2,10386,B2,必修第二册,vocabulary,119,3,high
sr-B2-0387,somehow,adv.,"/""sVmhaU/",以某种方式（或方法）；不知怎么地,以某种方式（或方法）,senior,2,2,10387,B2,必修第二册,vocabulary,119,5,high
sr-B2-0388,soul,n.,/s@Ul/,灵魂；心灵,灵魂,senior,2,2,10388,B2,必修第二册,vocabulary,119,5,high
sr-B2-0389,species,n.,"/""spi:Si:z/",物种,物种,senior,2,2,10389,B2,必修第二册,vocabulary,119,2,high
sr-B2-0390,stage,,/steIdZ/,发展或进展的）时期；阶段；（多指剧场中的）舞台,发展或进展的）时期,senior,2,2,10390,B2,必修第二册,vocabulary,119,5,high
sr-B2-0391,stir up,,,激起,激起,senior,2,2,10391,B2,必修第二册,vocabulary,119,2,high
sr-B2-0392,stream,vt.,/stri:m/,流播（不用下载直接在互联网上播放音视频）；流出；流动；小河；溪流,流播（不用下载直接在互联网上播放音视频）,senior,2,2,10392,B2,必修第二册,vocabulary,119,3,high
sr-B2-0393,studio,n.,"/""stju:di@U/",演播室；（音乐的）录音棚；工作室,演播室,senior,2,2,10393,B2,必修第二册,vocabulary,119,5,high
sr-B2-0394,surf,vi.,/s3:(r)f/,浏览；冲浪,浏览,senior,2,2,10394,B2,必修第二册,vocabulary,119,3,high
sr-B2-0395,surround,vt.,"/s@""raUnd/",围绕；包围,围绕,senior,2,2,10395,B2,必修第二册,vocabulary,119,4,high
sr-B2-0396,target,n.,"/""tA:gIt/",目标；对象；靶子；把……作为攻击目标,目标,senior,2,2,10396,B2,必修第二册,vocabulary,119,3,high
sr-B2-0397,theft,n.,/Teft/,偷（窃）；盗窃罪,偷（窃）,senior,2,2,10397,B2,必修第二册,vocabulary,120,3,high
sr-B2-0398,threat,n.,/Tret/,威胁,威胁,senior,2,2,10398,B2,必修第二册,vocabulary,120,2,high
